#daq_ch domain Theta Phi Time_Offset UpperThresholdCS AwAe offset and slope nb_par_cal cal_pars 
#100  100 152  90  0 	      	25 	0  1 2  -0.03756  3.86683
101  101 152  90  0 	      	25 	0  1 2 -0.6145 3.8694513
102  102 152  90  0 	      	25 	0  1 2 0.0818 1.363716
103  103 152  90  0	 	10 	0  1 2 1.1727 1.363466  
104  104 152  90  0 		10	0  1 2 -1.3609 1.347423 
105  105 119  90  0 		22	0  1 2 0.0212 1.357090  
106  106 129   36 0	 	15    	0  1 2 1.7800 1.367004  
107  107 119   72 0	 	15	0  1 2 -6.5572 1.335091 
108  108 129  108 0	 	15	0  1 2 -1.8501 1.353227 
109  109 119  144 0	 	18	0  1 2 -1.7775 1.259720 
#110  110 119  144 0	 	18	0  1 2 -1.7775 1.259720 
111  111 129  180  0 		20	0  1 2  2.4557 3.942869
112  112 119  216  0 		12	0  1 2  -2.4189 1.337460
113  113 129  252 0		14	0  1 2  0.1437 1.348874   
114  114 119  288 0		17	0  1 2  2.4561 1.327999   
115  115 129  324 0		16	0  1 2  -5.4725 1.357261  
116  116 90   18  0		20	0  1 2  -3.4836 1.329378  
117  117 90   54  0		15	0  1 2  -0.5229 1.316960  
118  118 90   90  0		14	0  1 2  -0.0512 1.341199  
119  119 90  126  0		12	0  1 2  2.2622 1.245565   
#120  120 90  162  0		14	0  1 2   2.1625  1.2455221  
121  121 90  198 0		11	0  1 2  -3.7983 3.889487
122  122 90  234  0		16	0  1 2  -2.6688 1.3405119
123  123 90  270  0		19	0  1 2  1.8597 1.310656   
124  124 90  306  0		14	0  1 2  -0.5473 1.326455  
125  125 90  342  0		15	0  1 2  -1.6311 1.3425370  
126  126 90  342  0		15	0  1 2  -1.5356 1.2894849  
127  127 90  342  0		15	0  1 2  -3.1497 1.3176899  
128  128 90  342  0		15	0  1 2  0.5914 1.340509   
129  129 90  342  0		15	0  1 2  0.2212 1.295939   
#130  130 90  342  0		15	0  1 2  0	1 
131  131 90  342 0		15	0  1 2   0.6772 3.728264
132  132 90  342  0		15	0  1 2   10.6776 1.318202
133  133 90  342  0		15	0  1 2   1.2199 1.289120   
134  134 90  342  0		15	0  1 2   3.6810 1.304385   
135  135 90  342  0		15	0  1 2   1.8244 1.310914   
136  136 90  342  0		15	0  1 2   -0.4351 1.325387  
137  137 90  342  0		15	0  1 2   -1.8964 1.303569  
138  138 90  342  0		15	0  1 2   -0.2056 1.314669  
139  139 90  342  0		15	0  1 2   -0.1442 1.296603  
#140 140 90  342  0		15	0  1 2  0	1 
