#daq_ch domain Theta Phi Time_Offset UpperThresholdCS AwAe offset and slope nb_par_cal cal_pars 
#100  100 152  90  0 	      	25 	0  1 2 -0.0000  1.000000
101  101 152  90  0 	      	25 	0  1 2 -0.0344  0.968514
102  102 152  90  0 	      	25 	0  1 2 -1.4388  0.342285
103  103 152  90  0	 	10 	0  1 2  2.1787  0.341298
104  104 152  90  0 		10	0  1 2  0.3037  0.336642
105  105 119  90  0 		22	0  1 2 -1.3992  0.342128
106  106 129   36 0	 	15    	0  1 2 -6.6125  0.345049
107  107 119   72 0	 	15	0  1 2  4.9488  0.332993
108  108 129  108 0	 	15	0  1 2  1.3564  0.338462
109  109 119  144 0	 	18	0  1 2  2.2898  0.315396
#110  110 119  144 36	 	18	0  1 2 -0.0000  1.000000
111  111 129  180 36 		20	0  1 2 -2.3964  0.992280
112  112 119  216 36 		12	0  1 2  2.9623  0.334158
113  113 129  252 36		14	0  1 2 -1.7775  0.338549
114  114 119  288 36		17	0  1 2 -4.6961  0.335163
115  115 129  324 36		16	0  1 2  0.3579  0.338838
116  116 90   18  36		20	0  1 2  0.2508  0.333019
117  117 90   54  36		15	0  1 2  0.3563  0.330592
118  118 90   90  36		14	0  1 2  0.3437  0.337539
119  119 90  126  36		12	0  1 2 -1.8998  0.313384
#120  120 90  162 72		14	0  1 2 -0.0000  1.000000
121  121 90  198 72		11	0  1 2 -13.3274  0.98205
122  122 90  234 72		16	0  1 2 -3.9304  0.336818
123  123 90  270 72		19	0  1 2  2.5077  0.328454
124  124 90  306 72		14	0  1 2  0.3795  0.332705
125  125 90  342 72		15	0  1 2 -1.5224  0.336718
126  126 90  342 72		15	0  1 2  1.6020  0.323629
127  127 90  342 72		15	0  1 2  3.0331  0.330096
128  128 90  342 72		15	0  1 2 -0.0103  0.337437
129  129 90  342 72		15	0  1 2  0.9058  0.325589
#130  130 90  342 92		15	0  1 2 -0.0000  1.000000
131  131 90  342 92		15	0  1 2 -0.0000  1.000000
132  132 90  342 92		15	0  1 2  0.9961  0.334901
133  133 90  342 92		15	0  1 2  0.5814  0.324035
134  134 90  342 92		15	0  1 2  2.4850  0.328493
135  135 90  342 92		15	0  1 2  0.9101  0.329750
136  136 90  342 92		15	0  1 2  3.0341  0.332558
137  137 90  342 92		15	0  1 2  3.3441  0.324957
138  138 90  342 92		15	0  1 2 -2.7816  0.330924
139  139 90  342 92		15	0  1 2  0.7209  0.325090
#140 140 90  342 92		15	0  1 2 -0.0000  1.000000
